1411125175	0.0	0.0
1411125176	0.0	0.0
1411125177	0.0	0.0
1411125178	0.0	0.0
1411125179	0.08	0.0
1411125180	0.08	0.1
1411125181	0.08	0.0
1411125182	0.08	0.0
1411125183	0.08	0.0
1411125184	0.08	0.0
1411125185	0.08	0.0
1411125186	0.08	0.0
1411125187	0.08	0.0
1411125188	0.08	0.0
1411125189	0.15	0.0
1411125190	0.15	0.2
1411125191	0.15	0.0
1411125192	0.15	0.0
1411125193	0.15	0.0
1411125194	0.3	0.0
1411125195	0.3	0.0
1411125196	0.3	0.0
1411125197	0.3	0.0
1411125198	0.3	0.0
1411125199	1.0	0.0
1411125200	1.0	0.1
1411125201	1.0	0.0
1411125202	1.0	0.0
1411125203	1.0	0.0
1411125204	1.48	0.0
1411125205	1.48	0.0
1411125206	1.48	0.0
1411125207	1.48	0.0
1411125208	1.48	0.0
1411125209	1.92	0.0
1411125210	1.92	0.0
1411125211	1.92	0.1
1411125212	1.92	0.0
1411125213	1.92	0.0
1411125214	2.33	0.1
1411125215	2.33	0.0
1411125216	2.33	0.0
1411125217	2.33	0.0
1411125218	2.33	0.0
1411125219	2.7	0.0
1411125220	2.7	0.0
1411125221	2.7	0.0
1411125222	2.7	0.1
1411125223	2.7	0.0
1411125224	3.04	0.0
1411125225	3.04	0.0
1411125226	3.04	0.0
1411125227	3.04	0.0
1411125228	3.04	0.0
1411125229	3.36	0.0
1411125230	3.36	0.0
1411125231	3.36	0.0
1411125232	3.36	0.0
1411125233	3.36	0.1
1411125234	3.65	0.0
1411125235	3.65	0.0
1411125236	3.65	0.0
1411125237	3.65	0.0
1411125238	3.65	0.1
1411125239	4.0	0.0
1411125240	4.0	0.0
1411125241	4.0	0.0
1411125242	4.0	0.0
1411125243	4.0	0.0
1411125244	4.32	0.0
1411125245	4.32	0.1
1411125246	4.32	0.0
1411125247	4.32	0.0
1411125248	4.32	0.0
1411125249	4.54	0.0
1411125250	4.54	0.1
1411125251	4.54	0.0
1411125252	4.54	0.0
1411125253	4.54	0.0
1411125254	4.73	0.0
1411125255	4.73	0.0
1411125256	4.73	0.0
1411125257	4.73	0.0
1411125258	4.73	0.0
1411125259	4.91	0.0
1411125260	4.91	0.0
1411125261	4.91	0.0
1411125262	4.91	0.2
1411125263	4.91	0.0
1411125264	5.08	0.0
1411125265	5.08	0.0
1411125266	5.08	0.0
1411125267	5.08	0.0
1411125268	5.08	0.0
1411125269	5.39	0.0
1411125270	5.39	0.0
1411125271	5.39	0.0
1411125272	5.39	0.0
1411125273	5.39	0.1
1411125274	5.52	0.0
1411125275	5.52	0.0
1411125276	5.52	0.0
1411125277	5.52	0.0
1411125278	5.52	0.0
1411125279	5.72	0.0
1411125280	5.72	0.0
1411125281	5.72	0.0
1411125282	5.72	0.0
1411125283	5.72	0.0
1411125284	5.82	0.2
1411125285	5.82	0.0
1411125286	5.82	0.0
1411125287	5.82	0.0
1411125288	5.82	0.0
1411125289	6.0	0.0
1411125290	6.0	0.0
1411125291	6.0	0.0
1411125292	6.0	0.0
1411125293	6.0	0.0
1411125294	6.08	0.0
1411125295	6.08	0.0
1411125296	6.08	0.1
1411125297	6.08	0.0
1411125298	6.08	0.0
1411125299	6.15	0.0
1411125300	6.15	0.0
1411125301	6.15	0.0
1411125302	6.15	0.0
1411125303	6.15	0.0
1411125304	6.22	0.0
1411125305	6.22	0.0
1411125306	6.22	0.1
1411125307	6.22	0.1
1411125308	6.22	0.0
1411125309	6.2	0.0
1411125310	6.2	0.0
1411125311	6.2	0.0
1411125312	6.2	0.0
1411125313	6.2	0.0
1411125314	6.35	0.0
1411125315	6.35	0.0
1411125316	6.35	0.0
1411125317	6.35	0.0
1411125318	6.35	0.1
