1411210796	1.96	12.75	0.0
1411210799	1.96	12.5	0.0
1411210802	1.88	12.61	0.0
1411210805	1.88	12.5	0.0
1411210808	1.81	12.519999999999996	0.0
1411210811	1.75	12.620000000000005	0.0
1411210814	1.75	12.620000000000005	0.0
1411210817	1.69	12.61	0.0
1411210820	1.69	12.620000000000005	0.0
1411210823	1.63	12.620000000000005	0.0
1411210826	1.58	12.730000000000004	0.0
1411210829	1.58	12.620000000000005	0.0
1411210832	1.53	12.5	0.0
1411210835	1.53	12.519999999999996	0.0
1411210838	1.49	12.5	0.0
1411210841	1.45	12.75	0.0
1411210844	1.45	12.620000000000005	0.0
1411210847	1.42	12.519999999999996	0.0
1411210850	1.42	12.519999999999996	0.0
1411210853	1.38	12.620000000000005	0.0
1411210856	1.35	12.620000000000005	0.0
1411210859	1.35	12.5	0.0
1411210862	1.32	12.61	0.0
1411210865	1.32	12.519999999999996	0.0
1411210868	1.3	12.5	0.0
1411210871	1.27	12.620000000000005	0.0
1411210874	1.27	12.61	0.0
1411210877	1.25	12.730000000000004	0.0
1411210880	1.25	12.519999999999996	0.0
1411210884	1.23	12.519999999999996	0.0
1411210887	1.21	12.620000000000005	0.0
1411210890	1.21	12.620000000000005	0.0
1411210893	1.2	12.730000000000004	0.0
1411210896	1.2	12.61	0.0
1411210899	1.18	12.620000000000005	0.0
1411210902	1.17	12.730000000000004	0.0
1411210905	1.17	12.620000000000005	0.0
1411210908	1.15	12.620000000000005	0.0
1411210911	1.15	12.620000000000005	0.0
1411210914	1.14	12.519999999999996	0.0
1411210917	1.13	12.620000000000005	0.0
1411210920	1.13	12.5	0.0
1411210923	1.12	12.620000000000005	0.0
1411210926	1.12	12.61	0.0
1411210929	1.11	12.519999999999996	0.0
1411210932	1.1	12.61	0.0
1411210935	1.1	12.620000000000005	0.0
1411210938	1.09	12.620000000000005	0.0
1411210941	1.09	12.519999999999996	0.0
1411210944	1.09	12.61	0.0
1411210947	1.08	12.519999999999996	0.0
1411210950	1.08	12.519999999999996	0.0
1411210953	1.07	12.519999999999996	0.0
1411210956	1.07	12.620000000000005	0.0
1411210959	1.07	12.620000000000005	0.0
1411210962	1.06	12.64	0.0
1411210965	1.06	12.620000000000005	0.0
1411210968	1.06	12.620000000000005	0.0
1411210971	1.06	12.61	0.0
1411210974	1.05	12.620000000000005	0.0
1411210977	1.05	12.730000000000004	0.0
1411210980	1.05	12.620000000000005	0.0
1411210983	1.04	12.61	0.0
1411210986	1.04	12.5	0.0
1411210989	1.04	12.620000000000005	0.0
1411210992	1.04	12.620000000000005	0.0
1411210995	1.04	12.620000000000005	0.0
1411210998	1.03	12.61	0.0
1411211001	1.03	12.519999999999996	0.0
1411211004	1.03	12.620000000000005	0.0
1411211007	1.11	12.730000000000004	0.0
1411211010	1.11	12.5	0.0
1411211013	1.1	12.519999999999996	0.0
1411211016	1.1	12.5	0.0
1411211019	1.09	12.730000000000004	0.0
1411211022	1.08	12.519999999999996	0.0
1411211025	1.08	12.620000000000005	0.0
1411211028	1.08	12.5	0.0
1411211031	1.08	12.530000000000001	0.0
1411211034	1.07	12.519999999999996	0.0
1411211037	1.07	12.61	0.0
1411211040	1.07	12.620000000000005	0.0
1411211043	1.06	12.519999999999996	0.0
1411211046	1.06	12.519999999999996	0.0
1411211049	1.06	12.730000000000004	0.0
1411211052	1.05	12.61	0.0
1411211055	1.05	12.61	0.0
1411211058	1.05	12.61	0.0
1411211061	1.05	12.519999999999996	0.0
1411211064	1.04	12.75	0.0
1411211067	1.04	12.61	0.0
1411211070	1.04	12.61	0.0
1411211073	1.04	12.39	0.0
1411211076	1.04	12.519999999999996	0.0
1411211079	1.03	12.519999999999996	0.0
1411211082	1.03	12.519999999999996	0.0
1411211085	1.03	12.5	0.0
1411211088	1.03	12.730000000000004	0.0
1411211091	1.03	12.730000000000004	0.0
1411211094	1.03	12.620000000000005	0.0
1411211097	1.02	12.620000000000005	0.0
1411211100	1.02	12.620000000000005	0.0
1411211103	1.02	12.719999999999999	0.0
1411211106	1.02	12.840000000000003	0.0
1411211109	1.02	12.730000000000004	0.0
1411211112	1.02	12.519999999999996	0.0
1411211115	1.02	12.409999999999997	0.0
1411211118	1.02	12.620000000000005	0.0
1411211121	1.02	12.730000000000004	0.0
1411211124	1.02	12.75	0.0
1411211127	1.01	12.620000000000005	0.0
1411211130	1.01	12.620000000000005	0.0
1411211133	1.01	12.61	0.0
1411211136	1.01	12.519999999999996	0.0
1411211139	1.01	12.5	0.0
1411211142	1.01	12.620000000000005	0.0
1411211145	1.01	92.62	0.0
1411211148	1.57	89.49	2526.0
1411211151	1.57	92.62	2127.0
1411211154	2.17	95.74	2145.0
1411211157	2.71	98.62	2290.0
1411211160	2.71	99.25	2255.0
1411211163	3.22	97.0	2293.0
1411211166	3.22	99.37	2303.0
1411211169	3.68	99.63	2429.0
1411211172	4.11	98.75	2507.0
1411211175	4.11	98.75	2393.0
1411211178	4.5	98.63	2121.0
1411211181	4.5	98.62	2352.0
1411211184	4.86	99.25	2028.0
1411211187	5.19	99.0	2231.0
1411211190	5.19	99.12	2455.0
1411211193	5.5	97.88	2373.0
1411211196	5.5	99.0	2232.0
1411211199	5.78	99.0	2312.0
1411211202	6.03	99.25	2038.0
1411211205	6.03	99.12	2605.0
1411211208	6.27	98.5	2139.0
1411211211	6.27	98.88	2256.0
1411211214	6.49	99.13	2255.0
1411211217	6.69	99.12	2150.0
1411211220	6.69	99.0	2065.0
1411211223	6.88	97.75	2413.0
1411211226	6.88	99.0	2009.0
1411211229	7.05	62.5	2453.0
1411211232	6.96	62.55	2390.0
1411211235	6.96	62.53	2778.0
1411211238	6.88	62.62	2333.0
1411211241	6.88	62.62	2209.0
1411211244	6.81	61.38	2315.0
1411211247	6.75	62.58	2438.0
1411211250	6.75	62.45	2497.0
1411211253	6.69	62.5	2275.0
1411211256	6.69	62.45	2515.0
1411211259	6.63	62.38	2428.0
1411211262	6.58	62.55	2464.0
1411211265	6.58	62.45	2697.0
1411211268	6.54	62.62	2913.0
1411211271	6.54	62.59	3037.0
1411211274	6.49	62.75	2599.0
1411211277	6.45	58.15	2660.0
1411211280	6.45	50.19	2955.0
1411211283	6.34	49.94	3012.0
1411211286	6.34	50.06	3114.0
1411211289	6.23	50.12	3124.0
1411211292	6.13	50.06	3230.0
1411211295	6.13	50.06	3119.0
1411211298	6.04	49.75	3114.0
1411211301	6.04	49.75	2672.0
1411211304	5.96	48.69	3115.0
1411211307	5.88	50.0	3110.0
1411211310	5.88	50.19	3068.0
1411211313	5.81	50.0	3138.0
1411211316	5.81	50.12	3103.0
1411211319	5.75	49.31	3134.0
1411211322	5.69	50.0	3073.0
1411211325	5.69	50.12	3124.0
1411211328	5.63	50.19	3088.0
1411211331	5.63	50.0	3078.0
1411211334	5.58	50.94	2609.0
1411211337	5.45	31.379999999999995	2313.0
1411211340	5.45	33.25	2172.0
1411211343	5.26	25.120000000000005	2210.0
1411211346	5.26	25.120000000000005	2151.0
1411211349	5.0	26.060000000000002	2398.0
1411211352	4.76	25.120000000000005	1429.0
1411211355	4.76	25.590000000000003	2137.0
1411211358	4.54	12.730000000000004	2094.0
1411211361	4.54	12.840000000000003	2465.0
1411211364	4.25	12.730000000000004	2412.0
1411211367	3.99	12.620000000000005	2329.0
1411211370	3.99	13.36	2596.0
1411211373	3.75	12.620000000000005	1786.0
1411211376	3.75	12.730000000000004	2494.0
1411211379	3.53	12.730000000000004	2531.0
1411211382	3.33	0.25	0.0
1411211385	3.33	0.25	0.0
1411211388	3.06	0.0	0.0
1411211391	3.06	0.12000000000000455	2.0
1411211394	2.82	0.25	0.0
1411211397	2.59	0.12000000000000455	0.0
1411211400	2.59	0.0	0.0
